"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol","gene_status"
130.639754406415,-0.276443920941157,0.437828704096007,-0.631397435469509,0.527780692425256,0.815156473724318,"A1BG","NS"
0.106074791100797,0.554329679255454,3.5338115409304,0.15686452795655,0.875351616296012,NA,"A1CF","NS"
23428.943856369,-0.254316713263612,0.860529500332359,-0.295535148028496,0.767585106472437,0.927184698346205,"A2M","NS"
0.594801786885142,2.60748067611628,3.33003287131484,0.783019500671394,0.433615660722996,NA,"A2ML1","NS"
0.106074791100797,0.554329679255454,3.5338115409304,0.15686452795655,0.875351616296012,NA,"A3GALT2","NS"
319.736587186316,-0.72013321316578,0.392991408086589,-1.8324400949934,0.0668858790722368,0.276324058187722,"A4GALT","NS"
1.16824928822543,-1.87530184519977,3.41634938250689,-0.548919807441851,0.583060484360049,NA,"A4GNT","NS"
721.164335090821,0.0597539351386727,0.127380609440754,0.469097576161815,0.638999891524264,0.872048413113349,"AAAS","NS"
294.295081118358,0.0999207522710161,0.162099690549041,0.616415441217555,0.537620364751807,0.820646469531279,"AACS","NS"
1.139023341739,0.0420224005524734,2.39092054069479,0.0175758248077378,0.985977242707012,NA,"AADAC","NS"
0.762115103506506,1.23414559636853,1.83133031917477,0.673906604093496,0.500370693215573,NA,"AADACL2","NS"
0,NA,NA,NA,NA,NA,"AADACL3","NS"
5.89486616547788,-1.48452643703554,1.11118946899612,-1.3359795772513,0.181555948668276,0.497131344609326,"AADACL4","NS"
113.291586913305,0.463352602576795,0.325812771446224,1.4221437683982,0.154984518948041,0.459071472520568,"AADAT","NS"
591.947369039799,-0.932554959671048,0.275523233732081,-3.38466904238597,0.000712641229986339,0.00950513078042325,"AAED1","Down"
293.81591594079,0.178286355974596,0.167707905311983,1.06307663698342,0.287747198431553,0.628736661576541,"AAGAB","NS"
1187.77222320256,-0.0141008574672952,0.129580612156508,-0.108819191641603,0.913345901484858,0.976335877783697,"AAK1","NS"
248.241615735309,-0.378855617731332,0.153315586644634,-2.47108350835503,0.0134704358742467,0.0915319468509756,"AAMDC","NS"
1339.81610948855,-0.336715403913207,0.144066891146396,-2.33721572829004,0.019427969758868,0.119855708474263,"AAMP","NS"
0.805862381874734,-2.21922958912035,3.31235787257072,-0.66998484900969,0.502867448606235,NA,"AANAT","NS"
650.161910573298,-0.220417813804675,0.0908848725073732,-2.42524204219788,0.0152981834184151,0.101133876635389,"AAR2","NS"
1.48442648742142,-3.23520900914458,1.73161023340406,-1.86832402970078,0.0617169191722093,NA,"AARD","NS"
2654.25788850826,0.496357644404971,0.164928091327982,3.00953973582278,0.00261643851349815,0.0263340583768296,"AARS","Down"
278.240696780454,0.597905186904682,0.133117388298176,4.49156338287983,7.07022527286532e-06,0.000202019114595804,"AARS2","Down"
259.920823506196,0.18732637563184,0.156417815839786,1.19760255330322,0.231071781626669,0.562863990272346,"AARSD1","NS"
195.417218761099,0.442826224805664,0.310207250652919,1.42751732550935,0.153430834868096,0.456455438627637,"AASDH","NS"
644.537931635179,0.0656821163733904,0.105933139235494,0.62003370094958,0.53523559954564,0.818759596171215,"AASDHPPT","NS"
829.44895082696,-1.20349216958773,0.210273267643513,-5.72346729127769,1.04371669504966e-08,5.93961775874509e-07,"AASS","NS"
714.451666206738,-0.216776588487064,0.101813611804083,-2.12915134475537,0.0332417409022018,0.173222318673129,"AATF","NS"
20.8405793392905,0.710548811220145,0.709804134549019,1.00104912980198,0.316803056796991,0.657882948112102,"AATK","NS"
0,NA,NA,NA,NA,NA,"AATK-AS1","NS"
519.887072155698,-1.13373164661645,0.111915853116762,-10.1302149341937,4.05756555807597e-24,1.91097346180005e-21,"ABAT","NS"
15.9002335537134,-1.2743786016715,0.639520961599831,-1.99270810214493,0.0462934196720489,0.217362291281504,"ABC13-47488600E17.1","NS"
79.6112100001885,-0.453797043992595,0.523880022843334,-0.866223227084768,0.386367758216228,0.718449399825356,"ABC7-42404400C24.1","NS"
7529.31007794734,-0.0580434410328232,0.225311454388339,-0.2576142486426,0.796704631972522,0.938895461787918,"ABCA1","NS"
67.970261748194,1.46946451250505,0.53143478695289,2.76508905435148,0.00569072575500335,0.0482158389341413,"ABCA10","Up"
3.32807799610092,1.79946387095932,1.25126014565729,1.43812130291584,0.150399639220525,0.451770029899513,"ABCA12","NS"
42.0106288662035,0.264472163374183,0.639839193641975,0.413341611458346,0.679356346927178,0.891714482246458,"ABCA13","NS"
1279.18066546407,-0.0349427973105242,0.252843960818822,-0.1381990584128,0.890083099235257,0.968160392799457,"ABCA2","NS"
80.074545796702,1.02192810357629,2.44414142400952,0.418113327460345,0.675864261200157,0.890080358174722,"ABCA3","NS"
32.5479789162065,-1.13736604144246,0.490136115615556,-2.32051057901346,0.0203132733069862,0.123032677085063,"ABCA4","NS"
142.501033643523,-0.0171394798059717,0.30048953179582,-0.057038525447262,0.954514506211643,0.987447176719862,"ABCA5","NS"
292.877193237896,-0.943478707098622,0.279192272564444,-3.37931525981202,0.000726666269536061,0.00962638982475609,"ABCA6","Down"
145.523936824032,1.02336215895798,0.251179098096387,4.07423295454814,4.61662528657511e-05,0.000983679690546692,"ABCA7","Up"
1322.02320924253,0.0871308710591967,0.244191039477024,0.356814366513211,0.721230780379883,0.909311363281496,"ABCA8","NS"
1902.47991514679,-0.255682803440001,0.310122997703664,-0.824456120098248,0.40968043859075,0.737014677327774,"ABCA9","NS"
24.6378299534391,0.00132800431947583,1.13868984029793,0.00116625640492969,0.999069462231515,0.999581768013921,"ABCB1","NS"
295.450845390116,-0.323446171216957,0.110659009967301,-2.92290859381927,0.00346778301227089,0.0328681335056182,"ABCB10","Down"
0,NA,NA,NA,NA,NA,"ABCB11","NS"
9.339088242376,1.70921106859703,1.39531165593734,1.22496724034662,0.220587563811692,0.551258327198985,"ABCB4","NS"
16.3817036574437,1.68281293177731,0.809677867067397,2.07837338801461,0.0376749818334097,0.18945688581764,"ABCB5","NS"
307.631421908357,0.122803074093214,0.286116087497849,0.429207162614152,0.667772470931556,0.887374626190231,"ABCB6","NS"
121.737597910372,0.234831625997819,0.389949137829983,0.602210912183643,0.547033752906157,0.825683965928803,"ABCB7","NS"
434.962055654177,-0.0170173692501177,0.224060541980598,-0.0759498709576061,0.939458980119172,0.984086845997171,"ABCB8","NS"
100.811577725269,0.769705693180396,0.317165296265935,2.42682822566759,0.0152314656039782,0.10079038624958,"ABCB9","NS"
4362.58625845827,0.410706061535009,0.130210024174505,3.15418159345848,0.00160948902197155,0.0181973518725889,"ABCC1","Down"
135.492992915201,0.589168916354266,0.411068922403183,1.43326066322377,0.151783359111388,0.454288285336557,"ABCC10","NS"
4.35099084138777,-0.227094827323347,1.28283718761026,-0.177025447591204,0.859488400960713,0.957104980050666,"ABCC11","NS"
0,NA,NA,NA,NA,NA,"ABCC12","NS"
233.382391792139,-0.841472244112763,0.332870353454543,-2.52792787155698,0.0114737921184788,0.0813228089020149,"ABCC3","NS"
0.567405876817137,-2.65895452113507,3.45903329837169,-0.768698735102305,0.442072175993707,NA,"ABCC4","NS"
1058.20389403642,-0.407211963318133,0.159109823427681,-2.55931377802842,0.0104879029697881,0.0760065355481404,"ABCC5","NS"
94.9728753217832,1.10936647403916,0.290504992823111,3.81875183368933,0.000134128611873114,0.00243931901592941,"ABCC6","Up"
0,NA,NA,NA,NA,NA,"ABCC8","NS"
666.152694611064,-1.0742516726981,0.355196047621597,-3.02439083962595,0.00249134359465642,0.0254762692639897,"ABCC9","NS"
424.802887502321,-0.111623805968014,0.180905601235638,-0.617027915142433,0.537216313313101,0.820543548113435,"ABCD1","NS"
0,NA,NA,NA,NA,NA,"ABCD2","NS"
962.004621563686,0.0584227495468086,0.0986066711925398,0.592482727996487,0.553527383307431,0.829149331137807,"ABCD3","NS"
282.229894071177,0.359498325675206,0.251674906191748,1.42842340189971,0.153170027359141,0.456320421845501,"ABCD4","NS"
337.09478379851,0.176340651134428,0.286171621504528,0.616205933374278,0.537758612920134,0.820646469531279,"ABCE1","NS"
926.36642773597,-0.256137230050611,0.175963760679567,-1.4556248915198,0.14549634313856,0.444561309750885,"ABCF1","NS"
150.61120569116,-0.382680402242249,0.334618451650455,-1.14363209905113,0.25277624381976,0.58945158581019,"ABCF2","NS"
697.886946750932,0.182269876863411,0.125375628861838,1.45379033005106,0.146004445251834,0.445615354916101,"ABCF3","NS"
335.45455963246,-0.658708386495156,0.662948106770852,-0.993604747894451,0.320415331787325,0.660960603040771,"ABCG1","NS"
6.12500611387031,-1.76635395912609,1.69570062138811,-1.04166616255654,0.29756648216418,0.637234014005276,"ABCG2","NS"
2.80593191811178,-0.937771222723778,2.98604778566223,-0.314050976419926,0.753482322267297,NA,"ABCG4","NS"
0,NA,NA,NA,NA,NA,"ABCG5","NS"
0.106074791100797,0.554329679255454,3.5338115409304,0.15686452795655,0.875351616296012,NA,"ABCG8","NS"
3.15297340049279,-0.249540378832605,1.40071807617902,-0.178151751645356,0.858603800095616,0.956775116832147,"ABHD1","NS"
273.648412925331,0.621474613684657,0.247690487266393,2.5090774399271,0.012104694424806,0.0842210476077432,"ABHD10","NS"
74.1413428545552,0.73289351624799,0.229179799903332,3.19789753092168,0.00138433461102619,0.0161462357962389,"ABHD11","Down"
890.555396454547,-0.290928481677533,0.149097128185133,-1.95126817812539,0.051025152421706,0.23198078629913,"ABHD12","NS"
1.05849060114261,2.51672191213874,3.14210936892677,0.800965726090676,0.423151487955867,NA,"ABHD12B","NS"
191.224150683749,-0.548855731305852,0.183003448374511,-2.99915513167071,0.00270729421751104,0.0271684235288507,"ABHD13","Down"
222.740430366451,-0.00587963198021059,0.168477770339199,-0.0348985623941546,0.972160626959704,0.992438663010342,"ABHD14A","NS"
23.0161897774226,0.484936952535897,0.439832829720073,1.10254833147524,0.270223358723171,0.609833217686893,"ABHD14A-ACY1","NS"
